202517,大葱,批发价,全国平均,元/公斤,3.23
202517,蒜苔,批发价,全国平均,元/公斤,6.50
202517,大蒜,批发价,全国平均,元/公斤,10.59
202517,南瓜,批发价,全国平均,元/公斤,4.06
202517,胡萝卜,批发价,全国平均,元/公斤,3.19
202516,莴笋,批发价,全国平均,元/公斤,2.85
202516,胡萝卜,批发价,全国平均,元/公斤,3.15
202516,大葱,批发价,全国平均,元/公斤,3.43
202516,蒜苔,批发价,全国平均,元/公斤,7.14
202516,生姜,批发价,全国平均,元/公斤,9.70
202516,豆角,批发价,全国平均,元/公斤,8.60
202516,白萝卜,批发价,全国平均,元/公斤,1.69
202516,黄瓜,批发价,全国平均,元/公斤,3.80
202516,西葫芦,批发价,全国平均,元/公斤,2.73
202516,土豆,批发价,全国平均,元/公斤,2.54
202516,大白菜,批发价,全国平均,元/公斤,1.45
202516,大蒜,批发价,全国平均,元/公斤,10.86
202516,冬瓜,批发价,全国平均,元/公斤,2.89
202516,菠菜,批发价,全国平均,元/公斤,4.27
202516,韭菜,批发价,全国平均,元/公斤,4.55
202516,葱头,批发价,全国平均,元/公斤,2.68
202516,菜花,批发价,全国平均,元/公斤,3.57
202516,茄子,批发价,全国平均,元/公斤,4.61
202516,青椒,批发价,全国平均,元/公斤,5.38
202516,南瓜,批发价,全国平均,元/公斤,4.07
202516,芹菜,批发价,全国平均,元/公斤,2.70
202516,油菜,批发价,全国平均,元/公斤,3.10
202516,平菇,批发价,全国平均,元/公斤,6.64
202516,生菜,批发价,全国平均,元/公斤,4.44
202516,莲藕,批发价,全国平均,元/公斤,6.24
202516,西红柿,批发价,全国平均,元/公斤,4.78
202515,茄子,批发价,全国平均,元/公斤,4.88
202515,大蒜,批发价,全国平均,元/公斤,10.99
202515,生姜,批发价,全国平均,元/公斤,9.81
202515,土豆,批发价,全国平均,元/公斤,2.51
202515,白萝卜,批发价,全国平均,元/公斤,1.69
202515,胡萝卜,批发价,全国平均,元/公斤,3.10
202515,菜花,批发价,全国平均,元/公斤,3.95
202515,豆角,批发价,全国平均,元/公斤,9.13
202515,油菜,批发价,全国平均,元/公斤,3.29
202515,香菇,批发价,全国平均,元/公斤,11.68
202515,平菇,批发价,全国平均,元/公斤,6.72
202515,蒜苔,批发价,全国平均,元/公斤,8.41
202515,菠菜,批发价,全国平均,元/公斤,4.32
202515,西葫芦,批发价,全国平均,元/公斤,2.89
202515,冬瓜,批发价,全国平均,元/公斤,2.90
202515,大白菜,批发价,全国平均,元/公斤,1.37
202515,韭菜,批发价,全国平均,元/公斤,4.79
202515,青椒,批发价,全国平均,元/公斤,5.42
202515,葱头,批发价,全国平均,元/公斤,2.72
202515,黄瓜,批发价,全国平均,元/公斤,4.21
202515,生菜,批发价,全国平均,元/公斤,4.60
202515,芹菜,批发价,全国平均,元/公斤,2.80
202515,莲藕,批发价,全国平均,元/公斤,6.28
202515,西红柿,批发价,全国平均,元/公斤,4.97
202515,大葱,批发价,全国平均,元/公斤,3.64
202515,洋白菜,批发价,全国平均,元/公斤,2.04
202515,南瓜,批发价,全国平均,元/公斤,4.02
202514,菠菜,批发价,全国平均,元/公斤,4.11
202514,豆角,批发价,全国平均,元/公斤,9.15
202514,大葱,批发价,全国平均,元/公斤,3.72
202514,香菇,批发价,全国平均,元/公斤,11.60
202514,青椒,批发价,全国平均,元/公斤,5.21
202514,西红柿,批发价,全国平均,元/公斤,4.97
202514,韭菜,批发价,全国平均,元/公斤,4.94
202514,芹菜,批发价,全国平均,元/公斤,2.84
202514,莲藕,批发价,全国平均,元/公斤,6.24
202514,蒜苔,批发价,全国平均,元/公斤,8.80
202514,胡萝卜,批发价,全国平均,元/公斤,3.03
202514,油菜,批发价,全国平均,元/公斤,3.31
202514,生菜,批发价,全国平均,元/公斤,4.51
202514,莴笋,批发价,全国平均,元/公斤,2.95
202514,葱头,批发价,全国平均,元/公斤,2.70
202514,黄瓜,批发价,全国平均,元/公斤,4.62
202514,生姜,批发价,全国平均,元/公斤,9.77
202514,白萝卜,批发价,全国平均,元/公斤,1.69
202514,菜花,批发价,全国平均,元/公斤,3.83
202514,大蒜,批发价,全国平均,元/公斤,11.12
202514,西葫芦,批发价,全国平均,元/公斤,3.09
202514,洋白菜,批发价,全国平均,元/公斤,2
202514,冬瓜,批发价,全国平均,元/公斤,2.74
202514,大白菜,批发价,全国平均,元/公斤,1.27
202514,土豆,批发价,全国平均,元/公斤,2.47
202514,南瓜,批发价,全国平均,元/公斤,3.89
202513,生姜,批发价,全国平均,元/公斤,9.81
202513,莲藕,批发价,全国平均,元/公斤,6.23
202513,韭菜,批发价,全国平均,元/公斤,4.99
202513,南瓜,批发价,全国平均,元/公斤,3.76
202513,黄瓜,批发价,全国平均,元/公斤,4.61
202513,香菇,批发价,全国平均,元/公斤,11.73
202513,大蒜,批发价,全国平均,元/公斤,11.26
202513,青椒,批发价,全国平均,元/公斤,5.09
202513,生菜,批发价,全国平均,元/公斤,4.42
202513,胡萝卜,批发价,全国平均,元/公斤,2.96
202513,平菇,批发价,全国平均,元/公斤,6.27
202513,菠菜,批发价,全国平均,元/公斤,3.84
202513,芹菜,批发价,全国平均,元/公斤,2.83
202513,油菜,批发价,全国平均,元/公斤,3.25
202513,大白菜,批发价,全国平均,元/公斤,1.22
202513,西葫芦,批发价,全国平均,元/公斤,3.06
202513,西红柿,批发价,全国平均,元/公斤,4.90
202513,菜花,批发价,全国平均,元/公斤,3.59
202513,大葱,批发价,全国平均,元/公斤,3.78
202513,茄子,批发价,全国平均,元/公斤,4.87
202513,洋白菜,批发价,全国平均,元/公斤,2.06
202513,豆角,批发价,全国平均,元/公斤,9.22
202513,白萝卜,批发价,全国平均,元/公斤,1.70
202513,莴笋,批发价,全国平均,元/公斤,2.85
202513,葱头,批发价,全国平均,元/公斤,2.76
202513,土豆,批发价,全国平均,元/公斤,2.46
202513,冬瓜,批发价,全国平均,元/公斤,2.57
202512,南瓜,批发价,全国平均,元/公斤,3.69
202512,西红柿,批发价,全国平均,元/公斤,4.93
202512,青椒,批发价,全国平均,元/公斤,5.16
202512,芹菜,批发价,全国平均,元/公斤,2.86
202512,生姜,批发价,全国平均,元/公斤,9.93
202512,西葫芦,批发价,全国平均,元/公斤,3.31
202512,大葱,批发价,全国平均,元/公斤,3.93
202512,菠菜,批发价,全国平均,元/公斤,3.82
202512,莴笋,批发价,全国平均,元/公斤,2.83
202512,菜花,批发价,全国平均,元/公斤,3.44
202512,茄子,批发价,全国平均,元/公斤,4.95
202512,大白菜,批发价,全国平均,元/公斤,1.21
202512,香菇,批发价,全国平均,元/公斤,11.77
202512,大蒜,批发价,全国平均,元/公斤,11.35
202512,韭菜,批发价,全国平均,元/公斤,5.04
202512,平菇,批发价,全国平均,元/公斤,6.28
202512,生菜,批发价,全国平均,元/公斤,4.46
202512,蒜苔,批发价,全国平均,元/公斤,8.55
202512,白萝卜,批发价,全国平均,元/公斤,1.70
202512,油菜,批发价,全国平均,元/公斤,3.21
202512,葱头,批发价,全国平均,元/公斤,2.82
202512,黄瓜,批发价,全国平均,元/公斤,4.59
202512,洋白菜,批发价,全国平均,元/公斤,2.21
202512,冬瓜,批发价,全国平均,元/公斤,2.46
202512,豆角,批发价,全国平均,元/公斤,8.98
202512,莲藕,批发价,全国平均,元/公斤,6.24
202512,胡萝卜,批发价,全国平均,元/公斤,2.90
202511,韭菜,批发价,全国平均,元/公斤,5.03
202511,平菇,批发价,全国平均,元/公斤,6.13
202511,菜花,批发价,全国平均,元/公斤,3.51
